"country","wifecoethnic","oppcoethnic","ethnicpercent","vote"
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,1
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",1,1,0.417362270450751,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,1
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.156928213689482,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,1
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.104340567612688,0
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,1
"benin",0,0,0.0325542570951586,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.122704507512521,1
"benin",0,0,0.122704507512521,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,1
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.0450751252086811,0
"benin",0,0,0.00250417362270451,0
"benin",0,0,0.00250417362270451,1
"benin",0,0,0.000834724540901503,1
"benin",0,0,0.000834724540901503,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,1
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,0
"benin",1,0,0.318662127826743,1
